TransactionID,InvoiceNo,Date,Time,GuestCount,OrderType,SalesChannel,GrossSales,ServiceCharge,DiscountType,DiscountAmount,AmountDue,NetSales
78117,002-000032167,2026-01-06,18:37:41,4,Dine In,Walk-in,"₱1,510.00",₱128.08,PWD,₱67.41,"₱1,530.22","₱1,469.55"
78114,002-000032166,2026-01-06,18:06:30,1,Dine In,Walk-in,₱595.00,₱53.13,nan,₱0.00,₱648.13,₱595.00
78113,002-000032165,2026-01-06,17:22:27,1,Take Out,Grab Food,"₱1,980.00",₱0.00,nan,₱0.00,"₱1,980.00","₱1,980.00"
78112,002-000032164,2026-01-06,17:03:48,1,Dine In,Walk-in,₱740.00,₱52.86,Senior Citizen,₱132.14,₱581.43,₱607.86
78110,002-000032163,2026-01-06,13:15:40,1,Dine In,Walk-in,₱185.00,₱16.52,nan,₱0.00,₱201.52,₱185.00
78107,002-000032162,2026-01-06,13:03:03,2,Dine In,Walk-in,"₱1,265.00",₱112.95,nan,₱0.00,"₱1,377.95","₱1,265.00"
78105,002-000032161,2026-01-06,12:43:26,1,Take Out,Walk-in,₱195.00,₱0.00,nan,₱0.00,₱195.00,₱195.00
78104,002-000032160,2026-01-06,12:41:36,5,Dine In,Walk-in,"₱2,100.00",₱187.50,Employee Discount,₱420.00,"₱1,867.50","₱2,100.00"
78101,002-000032159,2026-01-06,12:16:28,1,Dine In,Walk-in,₱820.00,₱73.21,nan,₱0.00,₱893.21,₱820.00
78100,002-000034891,31/05/2026,17:15:03,5,Dine In,Walk-in,"₱1,340.00",₱119.64,nan,₱0.00,"₱1,459.64","₱1,340.00"
78099,002-000034890,31/05/2026,18:22:31,6,Dine In,Walk-in,₱798.00,₱71.25,nan,₱0.00,₱869.25,₱798.00
78098,002-000034889,31/05/2026,18:06:32,4,Dine In,Walk-in,"₱1,040.00",₱92.86,nan,₱0.00,"₱1,132.86","₱1,040.00"
78097,002-000034888,31/05/2026,13:35:17,1,Dine In,Walk-in,₱100.00,₱8.93,nan,₱0.00,₱108.93,₱100.00
78096,002-000034887,31/05/2026,18:01:43,3,Dine In,Walk-in,"₱1,645.00",₱146.87,nan,₱0.00,"₱1,791.87","₱1,645.00"
78094,002-000034886,31/05/2026,18:34:40,2,Dine In,Walk-in,"₱2,169.00",₱193.66,nan,₱0.00,"₱2,362.66","₱2,169.00"
78093,002-000034885,31/05/2026,19:46:09,4,Dine In,Walk-in,"₱2,173.00",₱194.02,nan,₱0.00,"₱2,367.02","₱2,173.00"
78092,002-000034884,31/05/2026,20:40:31,1,Dine In,Walk-in,"₱1,735.00",₱154.91,nan,₱0.00,"₱1,889.91","₱1,735.00"
78090,002-000034883,31/05/2026,20:26:17,1,Dine In,Walk-in,"₱1,190.00",₱106.25,nan,₱0.00,"₱1,296.25","₱1,190.00"
78089,002-000034882,31/05/2026,19:24:53,3,Dine In,Walk-in,"₱2,670.00",₱238.39,nan,₱0.00,"₱2,908.39","₱2,670.00"
78088,002-000034881,30/05/2026,20:08:41,4,Dine In,Walk-in,"₱1,485.00",₱132.59,nan,₱0.00,"₱1,617.59","₱1,485.00"
78087,002-000034880,30/05/2026,12:22:54,1,Dine In,Walk-in,"₱2,640.00",₱235.71,nan,₱0.00,"₱2,875.71","₱2,640.00"
78086,002-000034879,30/05/2026,19:41:53,6,Take Out,Walk-in,"₱1,405.00",₱125.45,nan,₱0.00,"₱1,530.45","₱1,405.00"
78085,002-000034878,30/05/2026,12:12:05,1,Dine In,Walk-in,"₱1,120.00",₱100.00,nan,₱0.00,"₱1,220.00","₱1,120.00"
78084,002-000034877,30/05/2026,20:54:51,1,Dine In,Walk-in,"₱2,145.00",₱191.52,nan,₱0.00,"₱2,336.52","₱2,145.00"
78082,002-000034876,30/05/2026,12:37:44,2,Dine In,Walk-in,₱770.00,₱68.75,nan,₱0.00,₱838.75,₱770.00
78081,002-000034875,30/05/2026,18:45:44,6,Dine In,Walk-in,₱0.00,₱0.00,nan,₱0.00,₱0.00,₱0.00
78079,002-000034874,30/05/2026,20:02:22,1,Dine In,Walk-in,"₱1,585.00",₱141.52,nan,₱0.00,"₱1,726.52","₱1,585.00"
78078,002-000034873,30/05/2026,20:36:40,3,Dine In,Walk-in,"₱1,270.00",₱113.39,nan,₱0.00,"₱1,383.39","₱1,270.00"
78077,002-000034872,30/05/2026,13:01:29,1,Dine In,Walk-in,"₱1,340.00",₱119.64,nan,₱0.00,"₱1,459.64","₱1,340.00"
78075,002-000034871,30/05/2026,13:49:53,3,Dine In,Walk-in,"₱1,925.00",₱171.87,nan,₱0.00,"₱2,096.87","₱1,925.00"
78073,002-000034870,30/05/2026,12:11:45,5,Dine In,Walk-in,₱875.00,₱78.12,nan,₱0.00,₱953.12,₱875.00
78072,002-000034869,30/05/2026,20:15:01,6,Dine In,Walk-in,₱395.00,₱35.27,nan,₱0.00,₱430.27,₱395.00
78071,002-000034868,30/05/2026,13:22:29,2,Dine In,Walk-in,"₱1,585.00",₱141.52,nan,₱0.00,"₱1,726.52","₱1,585.00"
78070,002-000034867,30/05/2026,13:42:40,2,Dine In,Walk-in,"₱1,955.00",₱174.55,nan,₱0.00,"₱2,129.55","₱1,955.00"
78068,002-000034866,30/05/2026,12:52:50,3,Dine In,Walk-in,₱845.00,₱75.45,nan,₱0.00,₱920.45,₱845.00
78067,002-000034865,30/05/2026,17:20:51,4,Dine In,Walk-in,"₱6,485.00",₱579.02,nan,₱0.00,"₱7,064.02","₱6,485.00"
78066,002-000034864,30/05/2026,20:27:18,5,Dine In,Walk-in,"₱2,590.00",₱231.25,nan,₱0.00,"₱2,821.25","₱2,590.00"
78065,002-000034863,30/05/2026,12:13:29,2,Delivery,FoodPanda,"₱1,635.00",₱145.98,nan,₱0.00,"₱1,780.98","₱1,635.00"
78063,002-000034862,30/05/2026,12:59:48,1,Dine In,Walk-in,₱785.00,₱70.09,PWD,₱157.00,₱698.09,₱785.00
78062,002-000034861,30/05/2026,13:04:24,1,Dine In,Walk-in,₱840.00,₱75.00,nan,₱0.00,₱915.00,₱840.00
78061,002-000034860,30/05/2026,17:53:09,5,Dine In,Walk-in,"₱2,790.00",₱249.11,nan,₱0.00,"₱3,039.11","₱2,790.00"
78059,002-000034859,30/05/2026,17:17:00,3,Dine In,Walk-in,₱680.00,₱60.71,nan,₱0.00,₱740.71,₱680.00
78058,002-000034858,30/05/2026,19:50:10,5,Dine In,Walk-in,"₱1,245.00",₱111.16,PWD,₱249.00,"₱1,107.16","₱1,245.00"
78056,002-000034857,29/05/2026,12:47:59,2,Dine In,Walk-in,₱620.00,₱55.36,nan,₱0.00,₱675.36,₱620.00
78054,002-000034856,29/05/2026,19:12:08,2,Dine In,Walk-in,"₱1,050.00",₱93.75,nan,₱0.00,"₱1,143.75","₱1,050.00"
78053,002-000034855,29/05/2026,13:57:35,6,Dine In,Walk-in,"₱1,280.00",₱114.29,nan,₱0.00,"₱1,394.29","₱1,280.00"
78052,002-000034854,29/05/2026,17:27:39,5,Delivery,FoodPanda,"₱1,855.00",₱165.62,nan,₱0.00,"₱2,020.62","₱1,855.00"
78051,002-000034853,29/05/2026,13:42:44,2,Dine In,Walk-in,₱275.00,₱24.55,nan,₱0.00,₱299.55,₱275.00
78050,002-000034852,29/05/2026,12:05:57,1,Dine In,Walk-in,"₱1,680.00",₱150.00,nan,₱0.00,"₱1,830.00","₱1,680.00"
78049,002-000034851,29/05/2026,11:55:28,1,Dine In,Walk-in,"₱3,140.00",₱280.36,nan,₱0.00,"₱3,420.36","₱3,140.00"
78048,002-000034850,29/05/2026,18:14:29,3,Dine In,Walk-in,"₱2,775.00",₱247.77,nan,₱0.00,"₱3,022.77","₱2,775.00"
78047,002-000034849,29/05/2026,11:53:58,2,Dine In,Walk-in,"₱1,925.00",₱171.87,nan,₱0.00,"₱2,096.87","₱1,925.00"
78046,002-000034848,29/05/2026,11:33:04,3,Dine In,Walk-in,"₱1,485.00",₱132.59,nan,₱0.00,"₱1,617.59","₱1,485.00"
78045,002-000034847,29/05/2026,20:39:59,6,Dine In,Walk-in,"₱2,610.00",₱233.04,Senior Citizen,₱522.00,"₱2,321.04","₱2,610.00"
78044,002-000034846,29/05/2026,12:26:01,1,Dine In,Walk-in,₱665.00,₱59.37,nan,₱0.00,₱724.37,₱665.00
78042,002-000034845,29/05/2026,19:02:17,4,Dine In,Walk-in,₱970.00,₱86.61,nan,₱0.00,"₱1,056.61",₱970.00
78041,002-000034844,29/05/2026,17:14:17,5,Dine In,Walk-in,₱750.00,₱66.96,nan,₱0.00,₱816.96,₱750.00
78040,002-000034843,29/05/2026,18:03:30,2,Dine In,Walk-in,"₱2,650.00",₱236.61,nan,₱0.00,"₱2,886.61","₱2,650.00"
78039,002-000034842,29/05/2026,20:03:15,2,Dine In,Walk-in,₱490.00,₱43.75,nan,₱0.00,₱533.75,₱490.00
78037,002-000034841,28/05/2026,12:56:36,1,Dine In,Walk-in,"₱1,710.00",₱152.68,nan,₱0.00,"₱1,862.68","₱1,710.00"
78035,002-000034840,28/05/2026,19:28:12,2,Dine In,Walk-in,"₱2,915.00",₱260.27,Senior Citizen,₱583.00,"₱2,592.27","₱2,915.00"
78034,002-000034839,28/05/2026,17:01:52,1,Dine In,Walk-in,"₱2,180.00",₱194.64,nan,₱0.00,"₱2,374.64","₱2,180.00"
78033,002-000034838,28/05/2026,12:07:55,2,Dine In,Walk-in,"₱1,255.00",₱112.05,nan,₱0.00,"₱1,367.05","₱1,255.00"
78031,002-000034837,28/05/2026,13:30:25,5,Dine In,Walk-in,₱665.00,₱59.37,nan,₱0.00,₱724.37,₱665.00
78030,002-000034836,28/05/2026,11:50:15,6,Dine In,Walk-in,₱565.00,₱50.45,nan,₱0.00,₱615.45,₱565.00
78029,002-000034835,28/05/2026,13:02:46,1,Dine In,Walk-in,₱990.00,₱88.39,nan,₱0.00,"₱1,078.39",₱990.00
78027,002-000034834,28/05/2026,12:43:33,6,Dine In,Walk-in,"₱1,190.00",₱106.25,PWD,₱238.00,"₱1,058.25","₱1,190.00"
78026,002-000034833,28/05/2026,12:56:05,4,Dine In,Walk-in,"₱1,100.00",₱98.21,nan,₱0.00,"₱1,198.21","₱1,100.00"
78024,002-000034832,28/05/2026,18:25:54,5,Dine In,Walk-in,"₱2,630.00",₱234.82,nan,₱0.00,"₱2,864.82","₱2,630.00"
78023,002-000034831,28/05/2026,11:48:16,2,Delivery,FoodPanda,"₱1,370.00",₱122.32,nan,₱0.00,"₱1,492.32","₱1,370.00"
78022,002-000034830,28/05/2026,17:03:05,6,Dine In,Walk-in,"₱1,675.00",₱149.55,nan,₱0.00,"₱1,824.55","₱1,675.00"
78021,002-000034829,28/05/2026,20:58:18,2,Dine In,Walk-in,₱585.00,₱52.23,nan,₱0.00,₱637.23,₱585.00
78019,002-000034828,28/05/2026,19:15:43,3,Dine In,Walk-in,"₱3,376.00",₱301.43,nan,₱0.00,"₱3,677.43","₱3,376.00"
78018,002-000034827,28/05/2026,11:38:19,1,Dine In,Walk-in,"₱1,665.00",₱148.66,nan,₱0.00,"₱1,813.66","₱1,665.00"
78017,002-000034826,28/05/2026,13:19:33,1,Dine In,Walk-in,"₱2,435.00",₱217.41,nan,₱0.00,"₱2,652.41","₱2,435.00"
78016,002-000034825,27/05/2026,19:36:33,6,Dine In,Walk-in,"₱1,060.00",₱94.64,nan,₱0.00,"₱1,154.64","₱1,060.00"
78015,002-000034824,27/05/2026,17:01:10,2,Dine In,Walk-in,"₱1,623.00",₱144.91,nan,₱0.00,"₱1,767.91","₱1,623.00"
78014,002-000034823,27/05/2026,18:15:49,4,Dine In,Walk-in,₱945.00,₱84.37,nan,₱0.00,"₱1,029.37",₱945.00
78013,002-000034822,27/05/2026,13:16:22,3,Dine In,Walk-in,"₱1,255.00",₱112.05,nan,₱0.00,"₱1,367.05","₱1,255.00"
78012,002-000034821,27/05/2026,20:37:20,6,Dine In,Walk-in,₱575.00,₱51.34,nan,₱0.00,₱626.34,₱575.00
78011,002-000034820,27/05/2026,11:10:52,6,Dine In,Walk-in,"₱2,438.00",₱217.68,nan,₱0.00,"₱2,655.68","₱2,438.00"
78010,002-000034819,27/05/2026,19:58:35,1,Dine In,Walk-in,"₱2,470.00",₱220.54,nan,₱0.00,"₱2,690.54","₱2,470.00"
78009,002-000034818,27/05/2026,11:13:21,3,Dine In,Walk-in,"₱3,070.00",₱274.11,nan,₱0.00,"₱3,344.11","₱3,070.00"
78008,002-000034817,27/05/2026,18:13:15,2,Dine In,Walk-in,"₱1,960.00",₱175.00,Senior Citizen,₱392.00,"₱1,743.00","₱1,960.00"
78007,002-000034816,27/05/2026,19:59:57,4,Dine In,Walk-in,"₱1,095.00",₱97.77,Senior Citizen,₱219.00,₱973.77,"₱1,095.00"
78005,002-000034815,27/05/2026,18:41:21,5,Dine In,Walk-in,"₱2,705.00",₱241.52,nan,₱0.00,"₱2,946.52","₱2,705.00"
78004,002-000034814,27/05/2026,17:32:11,2,Dine In,Walk-in,₱770.00,₱68.75,nan,₱0.00,₱838.75,₱770.00
78002,002-000034813,27/05/2026,11:17:12,6,Dine In,Walk-in,"₱3,305.00",₱295.09,nan,₱0.00,"₱3,600.09","₱3,305.00"
78001,002-000034812,27/05/2026,13:16:56,5,Dine In,Walk-in,₱785.00,₱70.09,nan,₱0.00,₱855.09,₱785.00
78000,002-000034811,27/05/2026,18:44:00,5,Dine In,Walk-in,"₱1,515.00",₱135.27,nan,₱0.00,"₱1,650.27","₱1,515.00"
77999,002-000034810,27/05/2026,20:13:34,6,Dine In,Walk-in,"₱1,220.00",₱108.93,nan,₱0.00,"₱1,328.93","₱1,220.00"
77998,002-000034809,27/05/2026,19:51:27,5,Dine In,Walk-in,₱355.00,₱31.70,nan,₱0.00,₱386.70,₱355.00
77997,002-000034808,27/05/2026,13:22:41,1,Dine In,Walk-in,"₱4,020.00",₱358.93,nan,₱0.00,"₱4,378.93","₱4,020.00"
77996,002-000034807,27/05/2026,12:47:20,5,Dine In,Walk-in,"₱2,345.00",₱209.37,nan,₱0.00,"₱2,554.37","₱2,345.00"
77995,002-000034806,26/05/2026,17:51:26,5,Dine In,Walk-in,"₱2,578.00",₱230.18,nan,₱0.00,"₱2,808.18","₱2,578.00"
77993,002-000034805,26/05/2026,20:48:17,4,Dine In,Walk-in,₱905.00,₱80.80,nan,₱0.00,₱985.80,₱905.00
77991,002-000034804,26/05/2026,11:29:07,4,Dine In,Walk-in,"₱1,820.00",₱162.50,nan,₱0.00,"₱1,982.50","₱1,820.00"
77990,002-000034803,26/05/2026,17:06:53,6,Dine In,Walk-in,"₱1,555.00",₱138.84,nan,₱0.00,"₱1,693.84","₱1,555.00"
77988,002-000034802,26/05/2026,18:24:57,6,Dine In,Walk-in,"₱4,725.00",₱421.87,nan,₱0.00,"₱5,146.87","₱4,725.00"
77987,002-000034801,26/05/2026,12:39:30,3,Dine In,Walk-in,₱889.00,₱79.37,nan,₱0.00,₱968.37,₱889.00
77986,002-000034800,26/05/2026,20:52:10,2,Dine In,Walk-in,₱630.00,₱56.25,nan,₱0.00,₱686.25,₱630.00
77985,002-000034799,26/05/2026,20:00:38,4,Take Out,Walk-in,"₱1,100.00",₱98.21,nan,₱0.00,"₱1,198.21","₱1,100.00"
77984,002-000034798,26/05/2026,17:08:18,2,Dine In,Walk-in,"₱1,185.00",₱105.80,nan,₱0.00,"₱1,290.80","₱1,185.00"
77982,002-000034797,26/05/2026,20:34:56,5,Dine In,Walk-in,₱675.00,₱60.27,nan,₱0.00,₱735.27,₱675.00
77980,002-000034796,26/05/2026,13:56:30,3,Dine In,Walk-in,"₱1,680.00",₱150.00,nan,₱0.00,"₱1,830.00","₱1,680.00"
77979,002-000034795,26/05/2026,19:14:58,2,Dine In,Walk-in,₱260.00,₱23.21,nan,₱0.00,₱283.21,₱260.00
77978,002-000034794,26/05/2026,20:17:02,4,Dine In,Walk-in,"₱3,320.00",₱296.43,nan,₱0.00,"₱3,616.43","₱3,320.00"
77977,002-000034793,26/05/2026,20:18:31,2,Dine In,Walk-in,"₱1,300.00",₱116.07,nan,₱0.00,"₱1,416.07","₱1,300.00"
77976,002-000034792,26/05/2026,20:20:45,4,Dine In,Walk-in,"₱2,090.00",₱186.61,nan,₱0.00,"₱2,276.61","₱2,090.00"
77975,002-000034791,26/05/2026,20:52:29,5,Dine In,Walk-in,"₱1,680.00",₱150.00,nan,₱0.00,"₱1,830.00","₱1,680.00"
77974,002-000034790,25/05/2026,20:19:28,6,Dine In,Walk-in,"₱1,530.00",₱136.61,nan,₱0.00,"₱1,666.61","₱1,530.00"
77973,002-000034789,25/05/2026,20:26:32,5,Dine In,Walk-in,"₱2,345.00",₱209.37,PWD,₱469.00,"₱2,085.37","₱2,345.00"
77972,002-000034788,25/05/2026,11:51:34,2,Dine In,Walk-in,"₱1,970.00",₱175.89,nan,₱0.00,"₱2,145.89","₱1,970.00"
77971,002-000034787,25/05/2026,20:12:33,6,Dine In,Walk-in,"₱2,540.00",₱226.79,nan,₱0.00,"₱2,766.79","₱2,540.00"
77969,002-000034786,25/05/2026,18:28:32,1,Dine In,Walk-in,"₱1,055.00",₱94.20,Senior Citizen,₱211.00,₱938.20,"₱1,055.00"
77967,002-000034785,25/05/2026,11:26:02,3,Dine In,Walk-in,"₱2,005.00",₱179.02,nan,₱0.00,"₱2,184.02","₱2,005.00"
77966,002-000034784,25/05/2026,17:11:19,5,Dine In,Walk-in,₱450.00,₱40.18,nan,₱0.00,₱490.18,₱450.00
77965,002-000034783,25/05/2026,13:32:01,4,Dine In,Walk-in,"₱1,045.00",₱93.30,nan,₱0.00,"₱1,138.30","₱1,045.00"
77964,002-000034782,25/05/2026,18:30:24,5,Dine In,Walk-in,₱130.00,₱11.61,nan,₱0.00,₱141.61,₱130.00
77963,002-000034781,25/05/2026,12:22:53,3,Dine In,Walk-in,"₱4,026.00",₱359.46,nan,₱0.00,"₱4,385.46","₱4,026.00"
77962,002-000034780,25/05/2026,19:04:55,3,Dine In,Walk-in,"₱1,635.00",₱145.98,nan,₱0.00,"₱1,780.98","₱1,635.00"
77961,002-000034779,25/05/2026,12:26:42,3,Dine In,Walk-in,₱765.00,₱68.30,nan,₱0.00,₱833.30,₱765.00
77960,002-000034778,25/05/2026,20:52:17,3,Dine In,Walk-in,"₱2,045.00",₱182.59,nan,₱0.00,"₱2,227.59","₱2,045.00"
77959,002-000034777,25/05/2026,19:31:16,3,Dine In,Walk-in,"₱1,835.00",₱163.84,nan,₱0.00,"₱1,998.84","₱1,835.00"
77958,002-000034776,25/05/2026,18:08:59,1,Dine In,Walk-in,₱900.00,₱80.36,nan,₱0.00,₱980.36,₱900.00
77956,002-000034775,25/05/2026,18:55:56,6,Dine In,Walk-in,"₱2,961.00",₱264.37,nan,₱0.00,"₱3,225.37","₱2,961.00"
77955,002-000034774,25/05/2026,19:34:04,4,Dine In,Walk-in,₱920.00,₱82.14,nan,₱0.00,"₱1,002.14",₱920.00
77953,002-000034773,25/05/2026,13:59:07,3,Dine In,Walk-in,₱740.00,₱66.07,nan,₱0.00,₱806.07,₱740.00
77952,002-000034772,25/05/2026,20:29:18,5,Dine In,Walk-in,"₱1,860.00",₱166.07,nan,₱0.00,"₱2,026.07","₱1,860.00"
77951,002-000034771,24/05/2026,20:50:27,5,Dine In,Walk-in,"₱2,305.00",₱205.80,nan,₱0.00,"₱2,510.80","₱2,305.00"
77950,002-000034770,24/05/2026,18:47:11,4,Dine In,Walk-in,"₱1,805.00",₱161.16,nan,₱0.00,"₱1,966.16","₱1,805.00"
77948,002-000034769,24/05/2026,11:29:25,6,Dine In,Walk-in,₱645.00,₱57.59,nan,₱0.00,₱702.59,₱645.00
77947,002-000034768,24/05/2026,17:16:25,1,Dine In,Walk-in,"₱1,795.00",₱160.27,nan,₱0.00,"₱1,955.27","₱1,795.00"
77946,002-000034767,24/05/2026,19:43:54,4,Dine In,Walk-in,"₱3,830.00",₱341.96,nan,₱0.00,"₱4,171.96","₱3,830.00"
77945,002-000034766,24/05/2026,20:56:05,4,Dine In,Walk-in,"₱1,225.00",₱109.37,nan,₱0.00,"₱1,334.37","₱1,225.00"
77943,002-000034765,24/05/2026,11:24:26,3,Dine In,Walk-in,"₱2,190.00",₱195.54,nan,₱0.00,"₱2,385.54","₱2,190.00"
77942,002-000034764,24/05/2026,19:05:57,3,Delivery,FoodPanda,"₱2,090.00",₱186.61,nan,₱0.00,"₱2,276.61","₱2,090.00"
77941,002-000034763,24/05/2026,19:31:39,4,Take Out,Walk-in,"₱2,270.00",₱202.68,nan,₱0.00,"₱2,472.68","₱2,270.00"
77939,002-000034762,24/05/2026,17:42:53,3,Dine In,Walk-in,"₱1,380.00",₱123.21,nan,₱0.00,"₱1,503.21","₱1,380.00"
77938,002-000034761,24/05/2026,19:24:12,3,Dine In,Walk-in,"₱1,755.00",₱156.70,nan,₱0.00,"₱1,911.70","₱1,755.00"
77937,002-000034760,24/05/2026,19:53:38,4,Dine In,Walk-in,₱640.00,₱57.14,nan,₱0.00,₱697.14,₱640.00
77935,002-000034759,24/05/2026,11:38:56,1,Dine In,Walk-in,"₱2,955.00",₱263.84,nan,₱0.00,"₱3,218.84","₱2,955.00"
77934,002-000034758,24/05/2026,18:03:39,5,Dine In,Walk-in,₱740.00,₱66.07,nan,₱0.00,₱806.07,₱740.00
77933,002-000034757,24/05/2026,12:15:00,4,Dine In,Walk-in,"₱2,835.00",₱253.12,Senior Citizen,₱567.00,"₱2,521.12","₱2,835.00"
77932,002-000034756,24/05/2026,20:11:00,1,Dine In,Walk-in,"₱2,739.00",₱244.55,nan,₱0.00,"₱2,983.55","₱2,739.00"
77931,002-000034755,24/05/2026,13:50:41,2,Dine In,Walk-in,"₱4,265.00",₱380.80,nan,₱0.00,"₱4,645.80","₱4,265.00"
77929,002-000034754,24/05/2026,12:22:01,1,Dine In,Walk-in,₱925.00,₱82.59,nan,₱0.00,"₱1,007.59",₱925.00
77928,002-000034753,24/05/2026,19:22:09,6,Dine In,Walk-in,"₱2,045.00",₱182.59,nan,₱0.00,"₱2,227.59","₱2,045.00"
77927,002-000034752,24/05/2026,12:16:55,1,Dine In,Walk-in,₱455.00,₱40.62,nan,₱0.00,₱495.62,₱455.00
77926,002-000034751,24/05/2026,17:19:35,5,Dine In,Walk-in,₱470.00,₱41.96,nan,₱0.00,₱511.96,₱470.00
77925,002-000034750,23/05/2026,13:49:52,1,Dine In,Walk-in,₱460.00,₱41.07,nan,₱0.00,₱501.07,₱460.00
77924,002-000034749,23/05/2026,19:05:34,6,Dine In,Walk-in,₱850.00,₱75.89,nan,₱0.00,₱925.89,₱850.00
77922,002-000034748,23/05/2026,11:50:20,6,Dine In,Walk-in,₱618.00,₱55.18,nan,₱0.00,₱673.18,₱618.00
77921,002-000034747,23/05/2026,11:59:44,6,Dine In,Walk-in,"₱1,040.00",₱92.86,nan,₱0.00,"₱1,132.86","₱1,040.00"
77920,002-000034746,23/05/2026,11:22:33,6,Dine In,Walk-in,"₱1,575.00",₱140.62,nan,₱0.00,"₱1,715.62","₱1,575.00"
77919,002-000034745,23/05/2026,11:10:56,2,Dine In,Walk-in,"₱2,310.00",₱206.25,nan,₱0.00,"₱2,516.25","₱2,310.00"
77918,002-000034744,23/05/2026,18:11:22,4,Dine In,Walk-in,"₱3,365.00",₱300.45,nan,₱0.00,"₱3,665.45","₱3,365.00"
77917,002-000034743,23/05/2026,17:57:57,5,Dine In,Walk-in,"₱3,635.00",₱324.55,nan,₱0.00,"₱3,959.55","₱3,635.00"
77915,002-000034742,23/05/2026,11:06:03,5,Dine In,Walk-in,"₱1,500.00",₱133.93,nan,₱0.00,"₱1,633.93","₱1,500.00"
77913,002-000034741,23/05/2026,13:20:06,3,Dine In,Walk-in,"₱1,195.00",₱106.70,nan,₱0.00,"₱1,301.70","₱1,195.00"
77912,002-000034740,23/05/2026,11:18:46,4,Dine In,Walk-in,"₱1,385.00",₱123.66,nan,₱0.00,"₱1,508.66","₱1,385.00"
77911,002-000034739,23/05/2026,12:59:50,5,Dine In,Walk-in,"₱1,425.00",₱127.23,nan,₱0.00,"₱1,552.23","₱1,425.00"
77910,002-000034738,23/05/2026,13:27:12,5,Dine In,Walk-in,₱840.00,₱75.00,nan,₱0.00,₱915.00,₱840.00
77909,002-000034737,23/05/2026,20:55:06,3,Dine In,Walk-in,"₱1,310.00",₱116.96,nan,₱0.00,"₱1,426.96","₱1,310.00"
77907,002-000034736,23/05/2026,18:04:11,4,Dine In,Walk-in,"₱1,025.00",₱91.52,nan,₱0.00,"₱1,116.52","₱1,025.00"
77906,002-000034735,23/05/2026,13:28:56,3,Dine In,Walk-in,₱470.00,₱41.96,nan,₱0.00,₱511.96,₱470.00
77905,002-000034734,23/05/2026,20:14:17,2,Dine In,Walk-in,₱745.00,₱66.52,nan,₱0.00,₱811.52,₱745.00
77904,002-000034733,23/05/2026,12:48:27,4,Delivery,FoodPanda,"₱1,615.00",₱144.20,nan,₱0.00,"₱1,759.20","₱1,615.00"
77903,002-000034732,23/05/2026,11:02:14,2,Dine In,Walk-in,"₱2,200.00",₱196.43,nan,₱0.00,"₱2,396.43","₱2,200.00"
77902,002-000034731,23/05/2026,12:33:39,6,Dine In,Walk-in,"₱4,060.00",₱362.50,nan,₱0.00,"₱4,422.50","₱4,060.00"
77901,002-000034730,23/05/2026,11:14:33,5,Dine In,Walk-in,"₱3,290.00",₱293.75,nan,₱0.00,"₱3,583.75","₱3,290.00"
77899,002-000034729,23/05/2026,12:52:49,1,Dine In,Walk-in,"₱1,925.00",₱171.87,nan,₱0.00,"₱2,096.87","₱1,925.00"
77898,002-000034728,23/05/2026,20:19:29,4,Dine In,Walk-in,₱865.00,₱77.23,nan,₱0.00,₱942.23,₱865.00
77896,002-000034727,23/05/2026,12:59:32,5,Dine In,Walk-in,"₱2,205.00",₱196.87,nan,₱0.00,"₱2,401.87","₱2,205.00"
77895,002-000034726,22/05/2026,12:37:50,6,Dine In,Walk-in,₱235.00,₱20.98,nan,₱0.00,₱255.98,₱235.00
77894,002-000034725,22/05/2026,11:34:40,6,Dine In,Walk-in,"₱1,360.00",₱121.43,nan,₱0.00,"₱1,481.43","₱1,360.00"
77893,002-000034724,22/05/2026,19:22:03,5,Delivery,FoodPanda,"₱1,720.00",₱153.57,nan,₱0.00,"₱1,873.57","₱1,720.00"
77891,002-000034723,22/05/2026,18:37:20,4,Dine In,Walk-in,"₱1,950.00",₱174.11,nan,₱0.00,"₱2,124.11","₱1,950.00"
77890,002-000034722,22/05/2026,18:56:50,1,Dine In,Walk-in,"₱1,180.00",₱105.36,nan,₱0.00,"₱1,285.36","₱1,180.00"
77889,002-000034721,22/05/2026,13:53:40,3,Dine In,Walk-in,₱890.00,₱79.46,nan,₱0.00,₱969.46,₱890.00
77888,002-000034720,22/05/2026,17:12:47,5,Dine In,Walk-in,"₱1,550.00",₱138.39,nan,₱0.00,"₱1,688.39","₱1,550.00"
77887,002-000034719,22/05/2026,13:44:36,5,Dine In,Walk-in,"₱1,495.00",₱133.48,nan,₱0.00,"₱1,628.48","₱1,495.00"
77886,002-000034718,22/05/2026,12:00:08,4,Take Out,Walk-in,₱745.00,₱66.52,nan,₱0.00,₱811.52,₱745.00
77885,002-000034717,22/05/2026,18:51:25,4,Dine In,Walk-in,"₱3,490.00",₱311.61,nan,₱0.00,"₱3,801.61","₱3,490.00"
77883,002-000034716,22/05/2026,13:57:49,4,Dine In,Walk-in,"₱1,235.00",₱110.27,nan,₱0.00,"₱1,345.27","₱1,235.00"
77882,002-000034715,22/05/2026,18:08:15,6,Dine In,Walk-in,"₱2,180.00",₱194.64,nan,₱0.00,"₱2,374.64","₱2,180.00"
