TransactionID,ProductName,Category,Qty,UnitPrice,SalesAmount
72396,Asian Chicken,Salad,1,₱365.00,₱365.00
72396,Bucket Pilsen,Beer,2,₱600.00,"₱1,200.00"
72399,Salis Curry Steak,Entree,1,₱425.00,₱425.00
72399,Sisig Rice Bowl,Entree,2,₱415.00,₱830.00
72399,Platter Plain Rice,Side Dish,1,₱295.00,₱295.00
72399,Banana Peanut Butter,Frappe,1,₱275.00,₱275.00
72401,Fries,Side Dish,1,₱95.00,₱95.00
72401,Mango Shake,Shake,1,₱240.00,₱240.00
72401,Coke Regular,Drinks,2,₱125.00,₱250.00
72403,Coke Regular,Drinks,2,₱105.00,₱210.00
72403,Bread Pudding,Dessert,2,₱215.00,₱430.00
72403,Bucket Light,Beer,2,₱650.00,"₱1,300.00"
72403,Sausage Diablo,Appetizer,1,₱360.00,₱360.00
72403,Salted Caramel Frappe,Frappe,1,₱255.00,₱255.00
72405,Free Pudding,Promos & Freebies,2,₱0.00,₱0.00
72405,Vegetable Arrabbiata,Pasta,2,₱415.00,₱830.00
72407,Warm Poke Bowl,Entree,2,₱625.00,"₱1,250.00"
72407,Matcha Frappe,Frappe,1,₱255.00,₱255.00
72407,Murica,Coffee,2,₱150.00,₱300.00
72407,Chicken Rice,Entree,2,₱405.00,₱810.00
72407,Pinoy Charcuterie,Appetizer,2,₱495.00,₱990.00
72409,Salmon Rice,Entree,1,₱665.00,₱665.00
72409,Marrow Brulee,Dessert,1,₱365.00,₱365.00
72409,K. Pork Bowl,Entree,1,₱595.00,₱595.00
72410,Seafood Chowda,Soup,2,₱365.00,₱730.00
72410,Bread Pudding,Dessert,1,₱215.00,₱215.00
72410,Creme Brulee,Dessert,1,₱245.00,₱245.00
72412,Pink Margarita,Cocktail,1,₱325.00,₱325.00
72412,Coke Regular,Drinks,1,₱105.00,₱105.00
72415,Tapsi & More,Entree,2,₱425.00,₱850.00
72415,Mango Shake,Shake,2,₱225.00,₱450.00
72419,Taco,Appetizer,1,₱345.00,₱345.00
72419,Baletea Freeze,Cocktail,2,₱365.00,₱730.00
72420,K. Beef Bowl,Entree,2,₱895.00,"₱1,790.00"
72420,Xtra Scoop Ice Cream,Dessert,1,₱65.00,₱65.00
72420,Salis Curry Steak,Entree,1,₱425.00,₱425.00
72423,Murica,Burger/Wrap & More,1,₱150.00,₱150.00
72423,Bunwich Ala UTB,Entree,1,₱375.00,₱375.00
72425,Trash Can,Dessert,2,₱395.00,₱790.00
72425,Yogi Tea,Tea,1,₱125.00,₱125.00
72426,Truffle Parmesan Fries,Appetizer,1,₱325.00,₱325.00
72426,Mac & Cheese,Pasta,2,₱445.00,₱890.00
72430,Tropical White Lady,Mocktails,2,₱355.00,₱710.00
72430,Tailgate Ribs,Entree,2,₱595.00,"₱1,190.00"
72434,Marrow Brulee,Appetizer,1,₱365.00,₱365.00
72434,Xtra Scoop Ice Cream,Dessert,2,₱65.00,₱130.00
72434,Breakfast Pudding,Dessert,2,₱199.00,₱398.00
72436,Plain Rice,Add-ons,2,₱65.00,₱130.00
72436,Mac & Cheese,Pasta,2,₱445.00,₱890.00
72436,Merk TT,Others,2,₱345.00,₱690.00
72436,Murica,Coffee,2,₱150.00,₱300.00
72438,Mug Root Beer,Beer,2,₱105.00,₱210.00
72438,Pinoy Charcuterie,Appetizer,2,₱495.00,₱990.00
72438,Egg,Add-ons,2,₱40.00,₱80.00
72441,Plain Rice,Add-ons,1,₱65.00,₱65.00
72441,Bunwich Ala UTB,Burger/Wrap & More,1,₱375.00,₱375.00
72445,Eves Apple,Mocktails,1,₱295.00,₱295.00
72445,Dark Choco Chip Frappe,Frappe,2,₱285.00,₱570.00
72446,San Mig Light,Beer,2,₱130.00,₱260.00
72446,K3,Others,2,₱245.00,₱490.00
72446,UTB Burger,Burger/Wrap & More,1,₱425.00,₱425.00
72446,Sausage Diablo,Appetizer,2,₱325.00,₱650.00
72450,Green Mango Shake,Shake,1,₱225.00,₱225.00
72450,Strawberry Lychee Shake,Shake,2,₱255.00,₱510.00
72450,Chixsig Nachos,Appetizer,1,₱395.00,₱395.00
72450,Pitcher Red Sangria,Cocktail,2,₱650.00,"₱1,300.00"
72452,Bucket Light,Beer,2,₱650.00,"₱1,300.00"
72452,San Mig Light,Beer,1,₱130.00,₱130.00
72452,Honey Lemon J,Drinks,2,₱135.00,₱270.00
72452,Plain Rice,Add-ons,1,₱65.00,₱65.00
72455,Happy Hour 595+,Promos & Freebies,1,₱665.00,₱665.00
72455,Coke Zero,Drinks,1,₱105.00,₱105.00
72455,Under the Summer Sun,Cocktail,1,₱335.00,₱335.00
72455,Twerk It,Boozy Coffee,2,₱345.00,₱690.00
72457,Bucket Light,Beer,2,₱650.00,"₱1,300.00"
72457,Eyogi Tea,Tea,1,₱125.00,₱125.00
72457,Coke Regular,Drinks,2,₱125.00,₱250.00
72457,Honey Lemon J,Drinks,2,₱135.00,₱270.00
72457,Salted Caramel Frappe,Frappe,1,₱255.00,₱255.00
72461,Chicken Parm,Entree,1,₱495.00,₱495.00
72461,Salis Curry Steak,Entree,1,₱425.00,₱425.00
72461,Coke Regular,Drinks,1,₱45.00,₱45.00
72461,Pitcher Red Sangria,Cocktail,2,₱650.00,"₱1,300.00"
72461,Pink Margarita,Cocktail,2,₱325.00,₱650.00
72464,Strawberry Lychee Shake,Shake,2,₱255.00,₱510.00
72464,Lychee Shake,Shake,2,₱225.00,₱450.00
72464,Gochujang Chicken Wrap,Burger/Wrap & More,2,₱425.00,₱850.00
72464,Container,Packaging,1,₱10.00,₱10.00
72467,Chicharon,Appetizer,1,₱145.00,₱145.00
72467,K. Pork Bowl,Entree,1,₱595.00,₱595.00
72467,Truffle Pasta,Pasta,1,₱485.00,₱485.00
72467,Takoyaki,Appetizer,1,₱345.00,₱345.00
72467,Sausage Skillet (Angel),Appetizer,1,₱325.00,₱325.00
72469,Strawberry Lychee Shake,Shake,1,₱255.00,₱255.00
72469,Spanish Latte,Coffee,2,₱195.00,₱390.00
72473,Container,Packaging,2,₱10.00,₱20.00
72473,Dirty Matcha,Coffee,2,₱225.00,₱450.00
72473,Bunwich Ala UTB,Entree,2,₱375.00,₱750.00
72476,Negra,Beer,1,₱0.00,₱0.00
72476,Tailgate Ribs,Entree,2,₱595.00,"₱1,190.00"
72478,Mac & Cheese,Pasta,2,₱445.00,₱890.00
72478,Fish Be With U,Entree,1,₱795.00,₱795.00
72478,Free Pudding,Promos & Freebies,2,₱0.00,₱0.00
72482,Shrimp Po Boy,Burger/Wrap & More,1,₱475.00,₱475.00
72482,Truffle Parmesan Fries,Appetizer,1,₱325.00,₱325.00
72482,Fries,Side Dish,1,₱95.00,₱95.00
72482,Beef Salpicao,Entree,2,₱545.00,"₱1,090.00"
72484,Strawberry Basil Mojito,Cocktail,1,₱375.00,₱375.00
72484,Strawberry Matcha Frappe,Frappe,2,₱285.00,₱570.00
72484,Sisig Rice Bowl,Entree,1,₱415.00,₱415.00
72487,Chicken Parm,Entree,2,₱495.00,₱990.00
72487,Mango Shake,Shake,2,₱165.00,₱330.00
72487,Truffle Parmesan Fries,Appetizer,1,₱325.00,₱325.00
72488,Chicken Rice,Entree,2,₱405.00,₱810.00
72488,Kwek Ala Carte,Appetizer,1,₱155.00,₱155.00
72488,Seafood Chowda,Soup,1,₱365.00,₱365.00
72488,Viet Coffee,Coffee,1,₱195.00,₱195.00
72488,Baletea,Tea,1,₱245.00,₱245.00
72489,Tailgate Ribs,Entree,1,₱650.00,₱650.00
72489,Salted Caramel Frappe,Frappe,1,₱255.00,₱255.00
72490,San Mig Light,Beer,1,₱0.00,₱0.00
72490,Pinoy Charcuterie,Appetizer,2,₱495.00,₱990.00
72494,Jim Beam Whiskey,Hard Liquor,1,"₱2,600.00","₱2,600.00"
72494,Takoyaki,Appetizer,2,₱345.00,₱690.00
72494,Chicken Rice,Entree,1,₱405.00,₱405.00
72498,Tapsi & More,Entree,2,₱425.00,₱850.00
72498,Pitcher Red Sangria,Cocktail,2,₱650.00,"₱1,300.00"
72502,Dirty Matcha,Coffee,2,₱225.00,₱450.00
72502,Chixsig Nachos,Appetizer,2,₱395.00,₱790.00
72502,Chicken Parm,Entree,1,₱495.00,₱495.00
72502,Negra,Beer,1,₱0.00,₱0.00
72505,Taco,Appetizer,2,₱345.00,₱690.00
72505,Mango Shake,Shake,1,₱225.00,₱225.00
72507,Tapsi & More,Entree,2,₱425.00,₱850.00
72507,Seafood Chowda,Soup,2,₱365.00,₱730.00
72507,K. Beef Bowl,Entree,1,₱895.00,₱895.00
72507,Spanish Latte,Coffee,2,₱195.00,₱390.00
72508,Pinoy Charcuterie,Appetizer,1,₱495.00,₱495.00
72508,Mac & Cheese,Pasta,1,₱445.00,₱445.00
72511,Cappuccino,Coffee,1,₱185.00,₱185.00
72511,Pinoy Charcuterie,Appetizer,1,₱495.00,₱495.00
72511,Green Mango Shake,Shake,1,₱225.00,₱225.00
72515,Salis Curry Steak,Entree,2,₱425.00,₱850.00
72515,Mango Shake,Shake,1,₱145.00,₱145.00
72515,Kwek Ala Carte,Appetizer,1,₱155.00,₱155.00
72515,Pitcher Classic Mojito,Cocktail,2,₱650.00,"₱1,300.00"
72517,San Mig Light,Beer,2,₱0.00,₱0.00
72517,San Mig Pilsen,Beer,1,₱0.00,₱0.00
72517,Truffle Parmesan Fries,Appetizer,2,₱325.00,₱650.00
72517,Beef Salpicao,Entree,1,₱545.00,₱545.00
72521,Chicken Parm,Entree,2,₱495.00,₱990.00
72521,Gochujang Chicken Wrap,Burger/Wrap & More,2,₱470.00,₱940.00
72521,Lychee Mojito,Cocktail,1,₱355.00,₱355.00
72521,Warm Poke Bowl,Entree,2,₱625.00,"₱1,250.00"
72523,Honey-Sriracha Chicken,Entree,1,₱375.00,₱375.00
72523,Container,Packaging,1,₱10.00,₱10.00
72523,San Mig Pilsen,Beer,2,₱120.00,₱240.00
72523,Dirty Matcha,Coffee,1,₱225.00,₱225.00
72523,Pork Bowl,Entree,2,₱595.00,"₱1,190.00"
72525,Sisig Rice Bowl,Entree,1,₱345.00,₱345.00
72525,Bone-In Porkchop,Entree,1,"₱1,095.00","₱1,095.00"
72525,Gochujang Chicken Wrap,Burger/Wrap & More,1,₱425.00,₱425.00
72526,Superdry,Beer,2,₱0.00,₱0.00
72526,Warm Poke Bowl,Entree,2,₱625.00,"₱1,250.00"
72526,Plain Rice,Add-ons,2,₱65.00,₱130.00
72526,San Mig Light,Beer,1,₱130.00,₱130.00
72527,Chicken & Waffles,Entree,2,₱425.00,₱850.00
72527,Pinoy Charcuterie,Appetizer,1,₱495.00,₱495.00
72528,Coke Zero,Drinks,2,₱30.00,₱60.00
72528,Seafood Pesto,Pasta,1,₱495.00,₱495.00
72528,Negra,Beer,1,₱0.00,₱0.00
72532,Chicken & Waffles,Entree,2,₱425.00,₱850.00
72532,Bucket Light,Beer,2,₱650.00,"₱1,300.00"
72532,Coke Regular,Drinks,1,₱105.00,₱105.00
72532,Dirty Matcha,Coffee,1,₱225.00,₱225.00
72534,Caesar,Salad,1,₱365.00,₱365.00
72534,Banana Peanut Butter,Frappe,1,₱275.00,₱275.00
72534,Gin & Tonic,Hard Liquor,2,₱345.00,₱690.00
72534,San Mig Light,Beer,2,₱0.00,₱0.00
72534,Truffle Parmesan Fries,Appetizer,1,₱325.00,₱325.00
72538,Classic Mojito,Cocktail,2,₱295.00,₱590.00
72538,Tokwat Porky Pig,Entree,1,₱395.00,₱395.00
72538,Bellagio Mochaccino,Coffee,2,₱225.00,₱450.00
72541,Tokwat Porky Pig,Entree,1,₱395.00,₱395.00
72541,Free Pudding,Promos & Freebies,2,₱0.00,₱0.00
72541,Truffle Pasta,Pasta,1,₱485.00,₱485.00
72541,Kikiam Ala Carte,Appetizer,2,₱85.00,₱170.00
72545,Free Pudding,Promos & Freebies,2,₱0.00,₱0.00
72545,Mango Shake,Shake,2,₱140.00,₱280.00
72545,Spanish Latte,Coffee,1,₱195.00,₱195.00
72546,UTB Burger,Burger/Wrap & More,1,₱425.00,₱425.00
72546,Chicken in a Basket,Appetizer,1,₱395.00,₱395.00
72546,Asian Chicken,Salad,2,₱365.00,₱730.00
72546,K. Beef Bowl,Entree,2,₱895.00,"₱1,790.00"
72546,Pitcher Red Sangria,Cocktail,2,₱650.00,"₱1,300.00"
72547,Eves Apple,Mocktails,1,₱295.00,₱295.00
72547,Sausage Angel,Appetizer,2,₱325.00,₱650.00
72547,Chicken Parm,Entree,1,₱495.00,₱495.00
72547,C3,Drinks,2,₱245.00,₱490.00
72547,Butter Toast,Side Dish,1,₱45.00,₱45.00
72548,Sausage Diablo,Appetizer,2,₱325.00,₱650.00
72548,Sisig Rice Bowl,Entree,1,₱415.00,₱415.00
72552,Seafood Chowda,Soup,2,₱365.00,₱730.00
72552,Salmon Rice,Entree,2,₱665.00,"₱1,330.00"
72554,Mug Root Beer,Beer,1,₱105.00,₱105.00
72554,Chicharon,Appetizer,2,₱145.00,₱290.00
72554,Coke Zero,Drinks,2,₱105.00,₱210.00
72554,Strawberry Lychee Shake,Shake,2,₱255.00,₱510.00
72622,Salis Curry Steak,Entree,1,₱425.00,₱425.00
72622,Hazelnut Macchiato,Coffee,2,₱205.00,₱410.00
72622,Bottled Water,Drinks,1,₱65.00,₱65.00
72622,Bunwich Ala UTB,Entree,1,₱375.00,₱375.00
72625,Cocoa Wonka,Drinks,2,₱245.00,₱490.00
72625,Lychee Mojito,Cocktail,1,₱355.00,₱355.00
72625,Pixiedust,Cocktail,1,₱0.00,₱0.00
72626,Fish Taco,Appetizer,1,₱395.00,₱395.00
72626,Seafood Pesto,Pasta,1,₱495.00,₱495.00
72626,Hazelnut Macchiato,Coffee,1,₱205.00,₱205.00
72626,Salis Curry Steak,Entree,1,₱425.00,₱425.00
72629,Free Chicharon,Promos & Freebies,1,₱0.00,₱0.00
72629,Free Pudding,Promos & Freebies,1,₱0.00,₱0.00
72631,Tokwat Porky Pig,Entree,2,₱395.00,₱790.00
72631,Murica,Coffee,2,₱150.00,₱300.00
72631,Pinoy Charcuterie,Appetizer,1,₱495.00,₱495.00
72632,Murica,Entree,1,₱150.00,₱150.00
72632,Cappuccino,Coffee,1,₱185.00,₱185.00
72632,Sausage Angel,Appetizer,2,₱325.00,₱650.00
72632,Cold Water,Drinks,1,₱65.00,₱65.00
72635,Container,Packaging,1,₱10.00,₱10.00
72635,Boozy Affogato,Boozy Coffee,2,₱375.00,₱750.00
72635,San Mig Pilsen,Beer,2,₱120.00,₱240.00
72636,Lychee Shake,Shake,1,₱225.00,₱225.00
72636,Strawberry Matcha Frappe,Frappe,1,₱285.00,₱285.00
72636,Tokwat Porky Pig,Appetizer,1,₱395.00,₱395.00
72638,Strawberry Lychee Shake,Shake,2,₱255.00,₱510.00
72638,Sisig Rice Bowl,Entree,1,₱415.00,₱415.00
72638,Chicken Rice,Entree,2,₱405.00,₱810.00
72642,Sisig Rice Bowl,Entree,1,₱345.00,₱345.00
72642,Glass Baletea,Tea,1,₱105.00,₱105.00
72642,Sop,Pizza,2,₱425.00,₱850.00
72642,Jim Beam Whiskey,Hard Liquor,1,"₱2,600.00","₱2,600.00"
72643,Fries,Side Dish,1,₱95.00,₱95.00
72643,Mountain Dew,Drinks,1,₱105.00,₱105.00
72643,Happy Hour 595+,Promos & Freebies,1,₱665.00,₱665.00
72643,Chixsig Nachos,Appetizer,2,₱395.00,₱790.00
72646,Bucket Light,Beer,2,₱650.00,"₱1,300.00"
72646,Root Beer Float R18,Beer,1,₱325.00,₱325.00
72646,UTB Burger,Burger/Wrap & More,1,₱425.00,₱425.00
72646,Viet Coffee,Coffee,2,₱200.00,₱400.00
72648,Salis Curry Steak,Entree,1,₱425.00,₱425.00
72648,Honey-Sriracha Chicken,Salad,1,₱375.00,₱375.00
72648,Dynamite Ala Carte,Appetizer,2,₱155.00,₱310.00
72648,San Mig Light,Beer,1,₱0.00,₱0.00
72648,Sisig Rice Bowl,Entree,2,₱415.00,₱830.00
72649,Cappuccino,Coffee,1,₱185.00,₱185.00
72649,Mountain Dew,Drinks,2,₱105.00,₱210.00
72649,Cappuccino,Coffee,2,₱185.00,₱370.00
72649,Jim Beam Whiskey,Hard Liquor,1,"₱2,600.00","₱2,600.00"
72651,Beer Caramel,Beer,2,₱235.00,₱470.00
72651,Glass Bulera,Cocktail,2,₱115.00,₱230.00
72651,Truffle Pasta,Pasta,2,₱435.00,₱870.00
72651,Seafood Chowda,Soup,2,₱365.00,₱730.00
72653,Vanilla Latte,Coffee,2,₱205.00,₱410.00
72653,Truffle Pasta,Pasta,2,₱435.00,₱870.00
72653,Sop,Pizza,1,₱425.00,₱425.00
72653,Salted Caramel Frappe,Frappe,2,₱255.00,₱510.00
72653,Baletea Freeze,Cocktail,1,₱365.00,₱365.00
72656,Egg,Add-ons,1,₱40.00,₱40.00
72656,Jim Beam Whiskey,Hard Liquor,1,"₱2,600.00","₱2,600.00"
72658,Bucket Pilsen,Beer,2,₱600.00,"₱1,200.00"
72658,Caesar,Salad,1,₱365.00,₱365.00
72658,Salmon Rice,Entree,1,₱665.00,₱665.00
72658,San Mig Pilsen,Beer,2,₱120.00,₱240.00
72659,Red Sangria,Cocktail,2,₱345.00,₱690.00
72659,Cocoa Wonka,Drinks,1,₱245.00,₱245.00
72662,Salmon Rice,Entree,2,₱665.00,"₱1,330.00"
72662,Kawali Bowl,Entree,1,₱199.00,₱199.00
72662,Baletea,Tea,2,₱205.00,₱410.00
72662,Oxtail Soup,Soup,2,₱795.00,"₱1,590.00"
72662,Bellagio Mochaccino,Coffee,2,₱225.00,₱450.00
72666,Hazelnut Macchiato,Coffee,1,₱205.00,₱205.00
72666,Schweppes Soda Water,Drinks,2,₱105.00,₱210.00
72670,Sausage Diablo,Appetizer,2,₱325.00,₱650.00
72670,Chicken in a Basket,Appetizer,2,₱395.00,₱790.00
72674,Shrimp & Chips,Appetizer,1,₱415.00,₱415.00
72674,Murica,Burger/Wrap & More,1,₱150.00,₱150.00
72674,Bucket Assorted,Beer,2,₱750.00,"₱1,500.00"
72676,Seafood Chowda,Soup,1,₱365.00,₱365.00
72676,Boozy Affogato,Boozy Coffee,2,₱375.00,₱750.00
72679,San Mig Pilsen,Beer,2,₱0.00,₱0.00
72679,Murica,Coffee,2,₱150.00,₱300.00
72680,Rootbeer Float Rated G,Drinks,1,₱225.00,₱225.00
72680,Cerveza Negra,Beer,1,₱150.00,₱150.00
72680,Happy Hour 595+,Promos & Freebies,2,₱665.00,"₱1,330.00"
72680,Beef Salpicao,Entree,2,₱545.00,"₱1,090.00"
72684,Coke Zero,Drinks,1,₱105.00,₱105.00
72684,Vanilla Latte,Coffee,1,₱205.00,₱205.00
72684,Strawberry Basil Mojito,Cocktail,1,₱0.00,₱0.00
72684,Vegetable Arrabbiata,Pasta,1,₱415.00,₱415.00
72687,Strawberry Latte,Coffee,2,₱215.00,₱430.00
72687,Salis Curry Steak,Entree,2,₱425.00,₱850.00
72687,Lychee Berry Margarita,Cocktail,2,₱355.00,₱710.00
72687,Plain Rice,Add-ons,1,₱65.00,₱65.00
72691,Under the Summer Sun,Cocktail,1,₱0.00,₱0.00
72691,Tokwat Porky Pig,Appetizer,1,₱395.00,₱395.00
72692,Happy Hour 595+,Promos & Freebies,2,₱665.00,"₱1,330.00"
72692,Sip,Cocktail,1,₱425.00,₱425.00
72693,San Mig Super Dry,Beer,1,₱150.00,₱150.00
72693,Kikiam Ala Carte,Appetizer,1,₱85.00,₱85.00
72693,Bucket Pilsen,Beer,1,₱600.00,₱600.00
72695,Kawali Bowl,Entree,2,₱199.00,₱398.00
72695,Batwan Beef Stew,Entree,1,₱725.00,₱725.00
72695,Happy Hour 595+,Promos & Freebies,1,₱665.00,₱665.00
72695,Chicken & Waffles,Entree,2,₱425.00,₱850.00
72695,Cajun Pasta,Pasta,1,₱425.00,₱425.00
72697,Bunwich Ala UTB,Entree,2,₱375.00,₱750.00
72697,Coke Regular,Drinks,2,₱45.00,₱90.00
72697,Mountain Dew,Drinks,1,₱105.00,₱105.00
72701,Dirty Matcha,Coffee,1,₱225.00,₱225.00
72701,War Heads,Cocktail,2,₱355.00,₱710.00
72701,Truffle Parmesan Fries,Appetizer,2,₱325.00,₱650.00
72701,K. Pork Bowl,Entree,1,₱595.00,₱595.00
72704,Plain Rice,Add-ons,2,₱65.00,₱130.00
72704,Mango Tapioca,Dessert,2,₱245.00,₱490.00
72707,Free Pudding,Promos & Freebies,1,₱0.00,₱0.00
72707,Bacon Plate,Breakfast,1,₱199.00,₱199.00
72707,San Mig Super Dry,Beer,2,₱150.00,₱300.00
72707,Bellagio Mochaccino,Coffee,1,₱225.00,₱225.00
72711,Trash Can,Entree,2,₱395.00,₱790.00
72711,Truffle Pasta,Pasta,1,₱435.00,₱435.00
72715,Takoyaki,Appetizer,1,₱345.00,₱345.00
72715,Cold Water,Drinks,2,₱65.00,₱130.00
72715,Kwek Ala Carte,Appetizer,2,₱155.00,₱310.00
72718,Seafood Pesto,Pasta,2,₱495.00,₱990.00
72718,Mango Tapioca,Dessert,2,₱245.00,₱490.00
72720,Pitcher Red Sangria,Cocktail,1,₱650.00,₱650.00
72720,Yolo,Shake,2,₱255.00,₱510.00
72723,Bone-In Porkchop,Entree,2,"₱1,095.00","₱2,190.00"
72723,UTB Burger,Burger/Wrap & More,2,₱425.00,₱850.00
72727,Sausage Skillet (Angel),Appetizer,1,₱325.00,₱325.00
72727,Seafood Chowda,Soup,1,₱365.00,₱365.00
72727,Baletea Freeze,Cocktail,2,₱365.00,₱730.00
72727,Lychee Shake,Shake,2,₱225.00,₱450.00
72727,Asian Chicken,Salad,2,₱365.00,₱730.00
72731,Red Sangria,Cocktail,1,₱345.00,₱345.00
72731,Salted Caramel Frappe,Frappe,1,₱255.00,₱255.00
72731,Chicken Caesar Wrap,Burger/Wrap & More,2,₱425.00,₱850.00
72732,Caesar,Salad,2,₱365.00,₱730.00
72732,Cerveza Negra,Beer,2,₱150.00,₱300.00
72732,San Mig Pilsen,Beer,1,₱120.00,₱120.00
72732,Bucket Light,Beer,1,₱650.00,₱650.00
72732,Kawali Bowl,Entree,2,₱199.00,₱398.00
72736,Sausage Diablo,Appetizer,1,₱325.00,₱325.00
72736,Xtra Scoop Ice Cream,Dessert,1,₱65.00,₱65.00
72737,San Mig Light,Beer,2,₱130.00,₱260.00
72737,Dynamite Ala Carte,Appetizer,2,₱155.00,₱310.00
72737,Glass Baletea,Tea,1,₱105.00,₱105.00
72737,Black Pepper Beef,Appetizer,2,₱525.00,"₱1,050.00"
72737,Murica,Entree,2,₱150.00,₱300.00
72739,Container,Packaging,2,₱10.00,₱20.00
72739,Bottled Water,Drinks,1,₱65.00,₱65.00
72739,UTB Burger,Burger/Wrap & More,1,₱425.00,₱425.00
72739,Garlic Rice,Add-ons,1,₱95.00,₱95.00
72740,Trash Can,Dessert,2,₱395.00,₱790.00
72740,Good Morning Sunshine,Breakfast,2,₱199.00,₱398.00
72740,Beef and Shrimp Salpicao,Entree,2,₱895.00,"₱1,790.00"
72742,Free Pudding,Promos & Freebies,1,₱0.00,₱0.00
72742,Salted Caramel Frappe,Frappe,2,₱255.00,₱510.00
72742,Grilled Tuna,Entree,1,₱395.00,₱395.00
72744,Plain Rice,Add-ons,2,₱65.00,₱130.00
72744,Sisig Rice Bowl,Entree,1,₱415.00,₱415.00
72744,Free Pudding,Promos & Freebies,2,₱0.00,₱0.00
72744,Thai Shrimp,Entree,1,₱425.00,₱425.00
72746,Pink Margarita,Cocktail,1,₱0.00,₱0.00
72746,Tapsi & More,Entree,1,₱425.00,₱425.00
72746,Asian Chicken,Salad,2,₱365.00,₱730.00
72746,Bucket Cerveza Negra,Beer,2,₱750.00,"₱1,500.00"
72750,Bday Ice Cream,Dessert,2,₱0.00,₱0.00
72750,Green Mango Shake,Shake,2,₱225.00,₱450.00
72750,Seafood Pesto,Pasta,1,₱495.00,₱495.00
72750,Banana Peanut Butter,Frappe,2,₱275.00,₱550.00
72751,Pink Margarita,Cocktail,1,₱325.00,₱325.00
72751,Tailgate Ribs,Entree,2,₱595.00,"₱1,190.00"
72751,Lychee Berry Margarita,Cocktail,2,₱355.00,₱710.00
72753,San Mig Pilsen,Beer,1,₱0.00,₱0.00
72753,Chicken Rice,Entree,1,₱405.00,₱405.00
72753,San Mig Pilsen,Beer,2,₱0.00,₱0.00
72753,Red Sangria,Cocktail,1,₱345.00,₱345.00
72755,Schweppes Tonic Water,Drinks,1,₱105.00,₱105.00
72755,Thai Shrimp,Entree,1,₱425.00,₱425.00
72755,Asian Chicken,Salad,1,₱365.00,₱365.00
72755,Platter Garlic Rice,Side Dish,2,₱395.00,₱790.00
72755,Baletea Freeze,Cocktail,2,₱365.00,₱730.00
72759,Plain Rice,Add-ons,2,₱65.00,₱130.00
72759,Bucket Assorted,Beer,2,₱750.00,"₱1,500.00"
72759,Chicken in a Basket,Appetizer,2,₱395.00,₱790.00
72763,Tokwat Porky Pig,Entree,2,₱395.00,₱790.00
72763,Tropical White Lady,Mocktails,2,₱355.00,₱710.00
72763,Simple Affogato,Coffee,2,₱245.00,₱490.00
72763,K. Pork Bowl,Entree,2,₱595.00,"₱1,190.00"
72767,Under the Summer Sun,Cocktail,1,₱335.00,₱335.00
72767,Red Sangria,Cocktail,1,₱345.00,₱345.00
72767,Sausage Angel,Appetizer,2,₱325.00,₱650.00
72768,Sisig Rice Bowl,Entree,1,₱415.00,₱415.00
72768,Negra,Beer,1,₱0.00,₱0.00
72769,Tokwat Porky Pig,Entree,1,₱395.00,₱395.00
72769,War Heads,Cocktail,2,₱355.00,₱710.00
72769,Thai Shrimp,Entree,1,₱425.00,₱425.00
72771,Tailgate Ribs,Entree,1,₱595.00,₱595.00
72771,Free Chicharon,Promos & Freebies,2,₱0.00,₱0.00
72771,Yolo,Shake,1,₱255.00,₱255.00
72773,Simple Affogato,Coffee,1,₱245.00,₱245.00
72773,Coke Regular,Drinks,2,₱125.00,₱250.00
72773,Oxtail Soup,Soup,1,₱795.00,₱795.00
72773,Chicken Parm,Entree,1,₱495.00,₱495.00
72773,Free Pudding,Promos & Freebies,2,₱0.00,₱0.00
72821,Happy Hour 595+,Promos & Freebies,2,₱665.00,"₱1,330.00"
72821,Mac & Cheese,Pasta,1,₱445.00,₱445.00
72821,Spanish Latte,Coffee,1,₱195.00,₱195.00
72823,C3,Drinks,2,₱245.00,₱490.00
72823,Seafood Chowda,Soup,2,₱365.00,₱730.00
72826,Xtra Scoop Ice Cream,Dessert,2,₱65.00,₱130.00
72826,Plain Rice,Add-ons,2,₱65.00,₱130.00
72826,Cajun Pasta,Pasta,1,₱425.00,₱425.00
72826,Lychee Shake,Shake,2,₱225.00,₱450.00
72826,Fish Taco,Appetizer,2,₱395.00,₱790.00
72828,Caramel Macchiato,Coffee,1,₱0.00,₱0.00
72828,Honey Lemon J,Drinks,1,₱135.00,₱135.00
72828,Baletea Freeze,Cocktail,1,₱365.00,₱365.00
72828,Seafood Chowda,Soup,1,₱365.00,₱365.00
72828,Warm Poke Bowl,Entree,2,₱625.00,"₱1,250.00"
72830,Platter Plain Rice,Side Dish,2,₱295.00,₱590.00
72830,San Mig Light,Beer,2,₱0.00,₱0.00
72832,Chicken & Waffles,Entree,2,₱425.00,₱850.00
72832,Free Pudding,Promos & Freebies,2,₱0.00,₱0.00
72832,Chicken Rice,Entree,2,₱405.00,₱810.00
72832,Chicken Parm,Entree,1,₱495.00,₱495.00
72835,Warm Poke Bowl,Entree,1,₱625.00,₱625.00
72835,Shrimp & Chips,Appetizer,2,₱415.00,₱830.00
72837,Hazelnut Macchiato,Coffee,1,₱205.00,₱205.00
72837,Grilled Tuna,Entree,2,₱395.00,₱790.00
